title	writer	genre	url
殺人遺伝子	菱川あいず	推理(文芸)	https://ncode.syosetu.com/N1394DR
聖女殺しの婚約者	浮夜海月	推理(文芸)	https://ncode.syosetu.com/N6715HH
人狼メイドはブラック法廷に異議を申し立てる	今際之キワミ	推理(文芸)	https://ncode.syosetu.com/N6442HJ
【短編】「また異世界誘拐が流行り始めたんだってよ！」	まほりろ／若松咲良	推理(文芸)	https://ncode.syosetu.com/N0852HS
探偵など要らない学園生活	塚山　凍	推理(文芸)	https://ncode.syosetu.com/N6149GK
勇者の悲劇	コーチャー	推理(文芸)	https://ncode.syosetu.com/N0410HF
【書籍化】後宮の嫌われ白蛇妃ですが、推しのためなら悪意も美味しくいただきます！ 〜えーっと、殿下は推しじゃないです。なので溺愛はご遠慮ください〜	碧水雪乃＠『嫌われ白蛇妃』スターツ出版文庫から1/27発売	推理(文芸)	https://ncode.syosetu.com/N6480HY
異世界医院〜一期一会〜	モロ平野	推理(文芸)	https://ncode.syosetu.com/N3821DX
ギルドの受付嬢は空を見上げる	コーチャー	推理(文芸)	https://ncode.syosetu.com/N2614EK
姫様また誘拐されたんですか	コーチャー	推理(文芸)	https://ncode.syosetu.com/N7020HO
推理令嬢シャーロットの事件簿～謎解きは婚約破棄のあとで～	あけちともあき	推理(文芸)	https://ncode.syosetu.com/N5888GY
オカルトちゃんねる【連載版】	lpp	ホラー(文芸)	https://ncode.syosetu.com/N8125FG
婚約破棄の行方	彩戸ゆめ	ホラー(文芸)	https://ncode.syosetu.com/N6714CW
ホラー映画の幼女が魔王の元に召喚されました。	エノコモモ	ホラー(文芸)	https://ncode.syosetu.com/N1159GG
 クラス転移とか無理なので	芍薬甘草	ホラー(文芸)	https://ncode.syosetu.com/N9471DF
「真の聖女様、ですか？　ええ、もちろん歓迎いたしますよ」	わんこそば	ホラー(文芸)	https://ncode.syosetu.com/N6050HA
見たら絶対に死ぬ”呪いのビデオ”を手に入れたのに、幻のマイナー規格”HD-DVD”に録画されてるせいで再生できません（泣）	大萩おはぎ	ホラー(文芸)	https://ncode.syosetu.com/N3319HM
娘が「悪役令嬢」に憑り殺された日。あるいは、あの子が死んだ日の話	紫苑	ホラー(文芸)	https://ncode.syosetu.com/N4456HC
今更「許せ」と言われても	アンドレイ	ホラー(文芸)	https://ncode.syosetu.com/N7668GR
ただひたすら走って逃げ回るお話	残念無念	ホラー(文芸)	https://ncode.syosetu.com/N4071BJ
ゆるコワ！　～無敵の女子高生二人がただひたすら心霊スポットに凸しまくる！～	谷尾銀	ホラー(文芸)	https://ncode.syosetu.com/N2367FS
召喚聖女の落とし穴	江葉	ホラー(文芸)	https://ncode.syosetu.com/N0332HU
死刑囚、魔法学校にて教鞭を振るう	無道	ホラー(文芸)	https://ncode.syosetu.com/N8991DZ
神田、おれだよ	ナチ	ホラー(文芸)	https://ncode.syosetu.com/N7203GO
山内くんの呪禁の夏。	二宮酒匂	ホラー(文芸)	https://ncode.syosetu.com/N5809CE
クラス全員からいじめを受けている僕は絶対呪われる駅の連絡通路に凸して実況ムービー撮ってきます。	闇黒猫虎	ホラー(文芸)	https://ncode.syosetu.com/N7079GL
その悪役令嬢は壊れている	伊藤@	ホラー(文芸)	https://ncode.syosetu.com/N1796GQ
【書籍化】妹がいじめられて自殺したので復讐にそのクラス全員でデスゲームをして分からせてやることにした	駆威 命（元駆逐ライフ）【書籍化】妹がいじめられて～発売中	ホラー(文芸)	https://ncode.syosetu.com/N2247GA
クラス一の美少女が、駅ホームで不思議な踊りを踊っていた	BAWさん	ホラー(文芸)	https://ncode.syosetu.com/N2682GL
【悲報】時間停止モノAV、９割がヤラセだった	大萩おはぎ	ホラー(文芸)	https://ncode.syosetu.com/N5008GZ
生存者インタビュー	青井青	ホラー(文芸)	https://ncode.syosetu.com/N7417HN
名前のない怪物	黒木京也	ホラー(文芸)	https://ncode.syosetu.com/N8809BK
自分がオカズにされた回数が分かる女の子	ヒロモト	ホラー(文芸)	https://ncode.syosetu.com/N6304HI
ある悪役令嬢への手紙	端野ハトコ	ホラー(文芸)	https://ncode.syosetu.com/N5527DT
引きこもりだけど、外にゾンビがうろついている	上野羽美	ホラー(文芸)	https://ncode.syosetu.com/N7763DD
悩める王子と呪いの言葉	長月 おと	ホラー(文芸)	https://ncode.syosetu.com/N1083EY
悪役令嬢の処刑の、その先は。	しののめ。	ホラー(文芸)	https://ncode.syosetu.com/N7006GP
乗っ取られたら乗っ取り返せばいいのですよ、王妃さま。	牧村 多希	ホラー(文芸)	https://ncode.syosetu.com/N8820HB
ブレーメンの屠殺場	NiO	ホラー(文芸)	https://ncode.syosetu.com/N9431CT
幼馴染が吊り橋効果を狙って肝試しに行こうと誘って来たから、全部の心霊現象解明してムードもへったくれもない状態にしようと思う	玄武聡一郎	ホラー(文芸)	https://ncode.syosetu.com/N9179EC
【連載版】御気の毒ですが、呪いが発動しました	猫田 トド	ホラー(文芸)	https://ncode.syosetu.com/N2367FR
もしもサイコパスがデスゲームに巻き込まれたらこうなります	無道	ホラー(文芸)	https://ncode.syosetu.com/N8858FC
絶対に逃げられない最恐の異世界”きさらぎ駅”の謎を解いて脱出します！	大萩おはぎ	ホラー(文芸)	https://ncode.syosetu.com/N0776HO
怪異の掃除人	長埜 恵	ホラー(文芸)	https://ncode.syosetu.com/N2626FI
ループ100回目の悪役令嬢ですのでお望み通りヒロインいじめてみました	にょん	ホラー(文芸)	https://ncode.syosetu.com/N7620HU
底辺貴族で【スライム召喚】しか出来なくて美少女にイジメられてた俺、キレて顔面に召喚魔法を使ったら脳みそを乗っ取ることに成功　～バレたらやばいので奴隷にした美少女にヨイショさせながら権力を手に入れます～	馬路まんじ＠PV公開（主人公：赤羽根健治 ヒロイン：逢田梨香子）	ホラー(文芸)	https://ncode.syosetu.com/N3096GQ
ヤクザな退魔外伝　神無沼	モロクっち	ホラー(文芸)	https://ncode.syosetu.com/N1920CP
いきなり、ただの肉屋に騎士がきた	伊藤@	ホラー(文芸)	https://ncode.syosetu.com/N2563GP
婚約破棄を回避した悪役令嬢は今日から幸せになります。だから、	紫苑	ホラー(文芸)	https://ncode.syosetu.com/N2965HX
もう人間くらいしか食べる物がないこの世界で、どうして僕らは出会ったのだろう	帰初心	ホラー(文芸)	https://ncode.syosetu.com/N3332EJ
【復讐譚】お姉様に差し上げますわ	茅野ガク	ホラー(文芸)	https://ncode.syosetu.com/N3964HH
断罪の魔女	ゆうき	ホラー(文芸)	https://ncode.syosetu.com/N6387DF
亡くなった妻が駅のホームで線路の方に引きずり込もうとしてくる件。	闇黒猫虎	ホラー(文芸)	https://ncode.syosetu.com/N7000GK
うそつきの子〈山内くんの呪禁事件簿〉	二宮酒匂	ホラー(文芸)	https://ncode.syosetu.com/N6083CU
悪役令嬢の独白	碓井桂	ホラー(文芸)	https://ncode.syosetu.com/N2248EF
最近、死神が追いかけて来る夢を見ます。毎晩少しずつ距離が縮まって、次はもう逃げ切れそうにありません。	大萩おはぎ	ホラー(文芸)	https://ncode.syosetu.com/N9016GZ
転生して名もなき雑草になりました。正式名称はアランフィオレンティーナといいますが、誰も呼んでくれません	三香	ホラー(文芸)	https://ncode.syosetu.com/N4369GU
守護霊（？）は鎌倉武士	ほうこうおんち	ホラー(文芸)	https://ncode.syosetu.com/N2780HQ
本当は怖い異世界物語	馬渡	ホラー(文芸)	https://ncode.syosetu.com/N8490FH
ヒロイン達が全員俺のことを生理的に無理な話	夜明	ホラー(文芸)	https://ncode.syosetu.com/N2512HD
顧問の先生が素手で幽霊を殴るんだが、どこかおかしいのだろうか？	くろぬか	ホラー(文芸)	https://ncode.syosetu.com/N0260FN
リビルドワールド	非公開	アクション(文芸)	https://ncode.syosetu.com/N9736DT
マヌケなFPSプレイヤーが異世界へ落ちた場合	地雷原	アクション(文芸)	https://ncode.syosetu.com/N4076CM
【書籍第2巻10/5発売！】わしジジイ、齢六十を超えてから自らの天賦の才に気付く【コミカライズ】	しんこせい(『お助けキャラ』1巻2/24発売！)	アクション(文芸)	https://ncode.syosetu.com/N2787FC
コボルト無双 ❧ |樹|º▿º*) ̖́- 最底辺のかませ犬が征く!	shiba	アクション(文芸)	https://ncode.syosetu.com/N1900ER
異世界支配のスキルテイカー　～　ゼロから始める奴隷ハーレム　～	柑橘ゆすら	アクション(文芸)	https://ncode.syosetu.com/N0822CL
異世界ＳＦ！　ＦＰＳ！　『カラフ撤退戦』	黒色粉末	アクション(文芸)	https://ncode.syosetu.com/N0432FZ
【収納空間】を極める男　～モンスターを狩りたいので誰よりも【収納空間】を使い込んでいたら、色々な事件に巻き込まれてしまう。『俺はモンスターを狩りたいだけなのにぃ！』～	森たん	アクション(文芸)	https://ncode.syosetu.com/N6543GG
失格王子の成り上がり冒険譚～出来損ないはいらないと王家を追い出された俺、規格外の『器』で世界最強の冒険者になる～	未来人A	アクション(文芸)	https://ncode.syosetu.com/N5645GJ
12ハロンのチクショー道【書籍化】	野井ぷら	アクション(文芸)	https://ncode.syosetu.com/N1730EU
人型巨大兵器〝に〟転生しました〜冷凍世界再点火〜	白色矮星	アクション(文芸)	https://ncode.syosetu.com/N1814GS
俺の家が魔力スポットだった件～住んでいるだけで世界最強～	あまうい白一 	アクション(文芸)	https://ncode.syosetu.com/N5915DA
引き籠もりヒーロー	(*■∀■*)	アクション(文芸)	https://ncode.syosetu.com/N4394DW
エルフに転生した元剣聖、レベル１から剣を極める -Hero Swordplay Breakdown-	大虎龍真	アクション(文芸)	https://ncode.syosetu.com/N6681FA
外れスキル『予報』が進化して『言ったら実現』になる件☆レンガ・レンガ・レンガ！でスローライフしてます	天野優志	アクション(文芸)	https://ncode.syosetu.com/N7127EX
チートスキル『死者蘇生』が覚醒して、いにしえの魔王軍を復活させてしまいました〜誰も死なせない最強ヒーラー〜	はにゅう@『木の実マスター』発売中！	アクション(文芸)	https://ncode.syosetu.com/N1281FR
アルケミスト・スタートオーバー ～誰にも愛されず孤独に死んだ天才錬金術師は幼女に転生して人生をやりなおす～	エルトリア	アクション(文芸)	https://ncode.syosetu.com/N6178HH
迷宮で石ころは光り輝く	乙黒	アクション(文芸)	https://ncode.syosetu.com/N1741CI
イマドキのサバサバ冒険者	埴輪庭	アクション(文芸)	https://ncode.syosetu.com/N7991HV
啼かないカナリアの物語　～ 声を出せない魔法使いと模造の小鳥の探しもの ～	綾村実草【カナリア第一巻発売中です！】　	アクション(文芸)	https://ncode.syosetu.com/N2540GF
希望のクライノート　～魔法戦士は異世界限定ガチャを回す～	オスカる	アクション(文芸)	https://ncode.syosetu.com/N3821CY
『灰色乙女の流離譚』　私は自分探しの旅に出る【完結】　	ペルスネージュ	アクション(文芸)	https://ncode.syosetu.com/N4993GH
王宮の仕事を追放された魔導具使いの俺は幼少期の男の友情を信じて昔の仲間たちに集まってもらったらなぜかハーレムパーティになっていた。今更戻れと言われても…やっぱ遅くね？	LENA	アクション(文芸)	https://ncode.syosetu.com/N0572GP
勇者代理なんだけどもう仲間なんていらない	ジガー	アクション(文芸)	https://ncode.syosetu.com/N9238EH
【最終章開幕】傷跡の聖者	イエニー・コモリフスキ	アクション(文芸)	https://ncode.syosetu.com/N2027FE
[完結しました！] 僕は、お父さんだから（書籍名：遺伝子コンプレックス）	舛本つたな	アクション(文芸)	https://ncode.syosetu.com/N0586CP
鋼鉄のアイ	大紀直家@パブロン	アクション(文芸)	https://ncode.syosetu.com/N2229BM
召喚世界のアリス	天野ハザマ	アクション(文芸)	https://ncode.syosetu.com/N0770FW
婚約破棄されたので全員殺しますわよ ～素敵な結婚を夢見る最強の淑女、２度目の人生～	とうもろこし	アクション(文芸)	https://ncode.syosetu.com/N3107GI
魔導機人アルミュナーレ	凜乃　初	アクション(文芸)	https://ncode.syosetu.com/N9656CP
 英雄《しゅやく》になれない槍使い	笹木さくま（夏希のたね）	アクション(文芸)	https://ncode.syosetu.com/N9682DD
魔法少女のヒーロー	てふてふてふ	アクション(文芸)	https://ncode.syosetu.com/N0018HE
ラドゥと旅路と獣狩り	あびすけ	アクション(文芸)	https://ncode.syosetu.com/N7914GB
帰還者《リターナー》は平穏に暮らせない	幽霊@ファベーラ	アクション(文芸)	https://ncode.syosetu.com/N1939GN
ラグナロク	安井健太郎	アクション(文芸)	https://ncode.syosetu.com/N7906EE
勇者の称号を剥奪されたおっさん、これ幸いとバカンスに行った先で魔王さんと遭遇する　～夏のあばんちゅーる～	ぽんこつ少尉	アクション(文芸)	https://ncode.syosetu.com/N3875GM
出涸らし王子と悪役令嬢――ＶＲＭＭＯＲＰＧの世界に転生したかったのに、乙女ゲーの世界で悪役令嬢の婚約者をやっている僕	成瀬真	アクション(文芸)	https://ncode.syosetu.com/N0598GL
骸鬼王と、幸福の花嫁たち【第9部、二日置き更新！】	雨宮ソウスケ	アクション(文芸)	https://ncode.syosetu.com/N2299FP
黄金の国の狩人	神誠	アクション(文芸)	https://ncode.syosetu.com/N1161EY
白銀のヘカトンケイル	北十五条東一丁目	アクション(文芸)	https://ncode.syosetu.com/N7543ES
【完結】国賊王女のサーバントに転生したら、特殊スキル「武器庫（アーモリー）」が覚醒しました！	石和￥	アクション(文芸)	https://ncode.syosetu.com/N3489FV
C級師匠のS級冒険者育成計画	風緑	アクション(文芸)	https://ncode.syosetu.com/N6621HS
石ころ冒険者	亜蒼行	アクション(文芸)	https://ncode.syosetu.com/N1616EE
ハーフ・ヴァンパイア創国記	高城@SSK	アクション(文芸)	https://ncode.syosetu.com/N9025DB
青年と犬と、もう一人	Schuld 	アクション(文芸)	https://ncode.syosetu.com/N5747Z
たとえ夜を明かすのに幾億の剣戟が必要だとしても【Web版】（書籍版タイトル:幾億もの剣戟が黎明を告げる）	御鷹穂積	アクション(文芸)	https://ncode.syosetu.com/N7064EK
チートを拒否した最強魔術士。転移先で無能扱いされるが最強なので何の問題もなかった	やとぎ	アクション(文芸)	https://ncode.syosetu.com/N1301HE
日常系アニメとカマキリ拳法〜武術を身につけた最強のアニオタが、無双しながらアニオタライフを楽しむ話〜	魔人ボルボックス	アクション(文芸)	https://ncode.syosetu.com/N7593GE
私、竜の巫女の見習い！　今日もお仕事頑張りますっ！！	波多野まな	アクション(文芸)	https://ncode.syosetu.com/N2335FA
戦禍切り裂け、明日への剣聖 ⚔ The Knight Wizards!!	shiba	アクション(文芸)	https://ncode.syosetu.com/N8636FP
生産職を極め過ぎたら伝説の武器が俺の嫁になりました	あまうい白一 	アクション(文芸)	https://ncode.syosetu.com/N3421DR
即死チートが最強すぎて、異世界のやつらがまるで相手にならないんですが。【TVアニメ化決定！】	藤孝剛志	コメディー(文芸)	https://ncode.syosetu.com/N5691DD
「第二王子が婚約破棄したってよ！」	八月 あやの	コメディー(文芸)	https://ncode.syosetu.com/N7668GF
「いいか、ハーレムっていうのはな！」	八月 あやの	コメディー(文芸)	https://ncode.syosetu.com/N0978GG
【書籍化】後宮という名の魔境をデスループで切り抜けてきたら、皇帝にブチ切れられました	かざなみ	コメディー(文芸)	https://ncode.syosetu.com/N5080HF
【書籍化】廃公園のホームレス聖女	荒瀬ヤヒロ	コメディー(文芸)	https://ncode.syosetu.com/N1130HN
大根ですが、おでんパーティから追放されました。パーティの野菜成分を俺が一手に担っていたんだが、大丈夫かな	ななみや	コメディー(文芸)	https://ncode.syosetu.com/N8618GU
子どもが書いた夏休みの作文が、ファンタジーすぎる件	Aska	コメディー(文芸)	https://ncode.syosetu.com/N0691CU
王太子に婚約破棄されていたら「ずるいずるい」という妹が乱入してきました。	荒瀬ヤヒロ	コメディー(文芸)	https://ncode.syosetu.com/N2706HS
【奇跡のコミカライズ！】婚約者は私を捨てて妹を選びましたが、妹は時限爆弾でした【作者の日常も吹っ飛びました！】	関宮亜門	コメディー(文芸)	https://ncode.syosetu.com/N6054GW
オットー・フォン・ハイデッカーはゲーム脳。	王石　勉	コメディー(文芸)	https://ncode.syosetu.com/N4027DP
【書籍化・コミカライズ】偽・聖剣物語　～幼なじみの聖女を売ったら道連れにされた～	溝上 良	コメディー(文芸)	https://ncode.syosetu.com/N4023FJ
女神『異世界転生何になりたいですか』　俺「勇者の肋骨で」	安泰	コメディー(文芸)	https://ncode.syosetu.com/N4142EK
そのガーゴイルは地上でも危険です　～翼を失くした最強ガーゴイルの放浪記～　	大地の怒り	コメディー(文芸)	https://ncode.syosetu.com/N1753CZ
親戚の小学生の算数の文章題がおかしい	唯乃なない	コメディー(文芸)	https://ncode.syosetu.com/N1537CD
転生吸血鬼さんはお昼寝がしたい	ちょきんぎょ。	コメディー(文芸)	https://ncode.syosetu.com/N0407CZ
『男女比 １：３０ 』 世界の黒一点アイドル	ヒラガナ	コメディー(文芸)	https://ncode.syosetu.com/N2858DF
クソ雑魚メンタルなTS娘はマッマの所為でVTuberデビュー	totto	コメディー(文芸)	https://ncode.syosetu.com/N9314GE
ラスボスの向こう側～最強の裏ボス＝邪神に転生したけど、１０００年誰も来ないから学園に通うことにした～	天音のわる	コメディー(文芸)	https://ncode.syosetu.com/N3902DC
「私って男っぽくてサバなのよね」誰なんだよ俺との見合いにサバを呼んだやつは	quiet	コメディー(文芸)	https://ncode.syosetu.com/N6099HQ
笑顔で魔力チャージ～無限の魔力で異世界再生	三木なずな	コメディー(文芸)	https://ncode.syosetu.com/N1058DD
妹の配信に入り込んだらVTuber扱いされた件	江波界司	コメディー(文芸)	https://ncode.syosetu.com/N0484HH
教会務めの神官ですが、勇者の惨殺死体転送されてくるの勘弁して欲しいです【連載版】	夏川優希	コメディー(文芸)	https://ncode.syosetu.com/N0636FL
追放された聖女様は、とりあえず昼寝することにした	優木凛々	コメディー(文芸)	https://ncode.syosetu.com/N2900GL
異世界で美少女になった俺、地球に戻れたので裏垢やってみる。	貯水庫	コメディー(文芸)	https://ncode.syosetu.com/N6063GU
百万回転生した俺は、平和な世界でも油断しない	稲荷竜	コメディー(文芸)	https://ncode.syosetu.com/N0025FI
裏側からこの状況を説明します	徒然花	コメディー(文芸)	https://ncode.syosetu.com/N7314BZ
転生して天才子役になってみたけど、もうやめたいです。	インド人を右に	コメディー(文芸)	https://ncode.syosetu.com/N7121EC
となりの魔王	ナチ	コメディー(文芸)	https://ncode.syosetu.com/N4868BT
異世界ガーデニング　－アルの造園物語－	乾物屋	コメディー(文芸)	https://ncode.syosetu.com/N5959CU
超実力主義な勇者パーティ	優木凛々	コメディー(文芸)	https://ncode.syosetu.com/N9758GJ
古竜なら素手で倒せますけど、これって常識じゃないんですか？　（きょとん）	羽田遼亮	コメディー(文芸)	https://ncode.syosetu.com/N3062ER
異世界召喚が多すぎて女神様がぶちギレました【連載版】	湯立向日/ガタガタ震えて立ち向かう	コメディー(文芸)	https://ncode.syosetu.com/N1386CL
悪徳領主ルドルフの華麗なる日常	増田匠見（旧master1415）	コメディー(文芸)	https://ncode.syosetu.com/N6464DJ
俺は偽勇者～仲間と別れて早数年、なんか復讐されかけている～	藍澤 建	コメディー(文芸)	https://ncode.syosetu.com/N0556FF
【短編】追放した回復術師が、ハーレムを連れて「ざまぁ」と言いに来た	夏目くちびる	コメディー(文芸)	https://ncode.syosetu.com/N5640GV
最低皇子たちによる皇位争『譲』戦　～貧乏くじの皇位なんて誰にでもくれてやる！～	榎本快晴	コメディー(文芸)	https://ncode.syosetu.com/N0936FA
「さあ、回復してやろう」と全回復してきた魔王様、ついに聖女に転生する	延野正行	コメディー(文芸)	https://ncode.syosetu.com/N7509GO
冒険者「伝説の聖剣を手に入れた……よし売ろう！」	麦酒	コメディー(文芸)	https://ncode.syosetu.com/N1253GO
夜道でいかにも幽霊っぽい女性を乗せたので、とりあえずコーナー攻めてみた	燦々SUN	コメディー(文芸)	https://ncode.syosetu.com/N6999GE
多分僕が勇者だけど彼女が怖いから黙っていようと思う	花果 唯	コメディー(文芸)	https://ncode.syosetu.com/N0601EI
クラス召喚されたけどそれどころじゃない	燦々SUN	コメディー(文芸)	https://ncode.syosetu.com/N7370HC
その令嬢は祈りを捧ぐ	ユウキ	コメディー(文芸)	https://ncode.syosetu.com/N9370GR
「これは契約結婚だ。君は何もする必要はない」と言い渡された侯爵夫人、「ただの契約なら複数と結んでも良くない？」と気付き片っ端からお飾り結婚契約締結、大惨事へ	quiet	コメディー(文芸)	https://ncode.syosetu.com/N0062HR
義妹に虐げられる不憫姉の中身が悪女に乗っ取られた話	りったん	コメディー(文芸)	https://ncode.syosetu.com/N3557GQ
【短編】寡黙な戦士、追放に同調する～だって、もう遅いが見たかったんだもん～	大紀直家@パブロン	コメディー(文芸)	https://ncode.syosetu.com/N0251GU
王子！　婚約破棄がどうとか以前に誰とも婚約できないまま学園生活終わっちゃったッスよ！	quiet	コメディー(文芸)	https://ncode.syosetu.com/N1921GJ
あなたが拾ったのは普通の女騎士ですか？　それともゴミクズ系女騎士ですか？	溝上 良	コメディー(文芸)	https://ncode.syosetu.com/N4414HA
「一万人の男と寝た」と豪語する令嬢と結婚した僕、生まれた娘が僕と血は繋がってないことはもちろん承知してるけど、鑑定魔法で「娘の本当の父親が誰かは明らかにしておこう」と言ったら妻が猛烈に焦り始めた	エタメタノール	コメディー(文芸)	https://ncode.syosetu.com/N2161HV
不死王の息子	日向夏	コメディー(文芸)	https://ncode.syosetu.com/N2023BC
マンガを読めるおれが世界最強～嫁達と過ごす気ままな生活	三木なずな	コメディー(文芸)	https://ncode.syosetu.com/N9488DB
シャングリラ・フロンティア〜クソゲーハンター、神ゲーに挑まんとす〜	硬梨菜	VRゲーム(SF)	https://ncode.syosetu.com/N6169DZ
出遅れテイマーのその日ぐらし	棚架ユウ	VRゲーム(SF)	https://ncode.syosetu.com/N8206DH
新しいゲーム始めました。～使命もないのに最強です？～	じゃがバター	VRゲーム(SF)	https://ncode.syosetu.com/N4218CW
痛いのは嫌なので防御力に極振りしたいと思います。	夕蜜柑	VRゲーム(SF)	https://ncode.syosetu.com/N0358DH
【堂々完結】ブレイドスキル・オンライン　～ゴミ職業『サモナー』で最弱武器『弓使い』でクソステータス『幸運値極振り』の俺、いつのまにか『ラスボス』に成り上がります！～	馬路まんじ＠PV公開（主人公：赤羽根健治 ヒロイン：逢田梨香子）	VRゲーム(SF)	https://ncode.syosetu.com/N3398FZ
＜Infinite Dendrogram＞-インフィニット・デンドログラム-	海道　左近	VRゲーム(SF)	https://ncode.syosetu.com/N5455CX
サモナーさんが行く	ロッド	VRゲーム(SF)	https://ncode.syosetu.com/N4908BV
Free Life Fantasy Online ～人外姫様、始めました～	子日あきすず	VRゲーム(SF)	https://ncode.syosetu.com/N8517EN
Only Sense Online	アロハ座長	VRゲーム(SF)	https://ncode.syosetu.com/N4527BC
『Curse Nightmare Party』-邪眼妖精が征くVRMMO	栗木下	VRゲーム(SF)	https://ncode.syosetu.com/N3014FI
未実装のラスボス達が仲間になりました。	ながワサビ64	VRゲーム(SF)	https://ncode.syosetu.com/N4192GB
骸骨魔術師のプレイ日記	毛熊	VRゲーム(SF)	https://ncode.syosetu.com/N8061ES
打撃系鬼っ娘が征く配信道！	箱入蛇猫	VRゲーム(SF)	https://ncode.syosetu.com/N9517FC
黄金の経験値【なろう版】	原純	VRゲーム(SF)	https://ncode.syosetu.com/N0806FU
Magica Technica　～剣鬼羅刹のVRMMO戦刀録～	Ａｌｌｅｎ	VRゲーム(SF)	https://ncode.syosetu.com/N4559FF
【書籍二巻発売中‼】お前のような初心者がいるか！　不遇職『召喚師』なのにラスボスと言われているそうです【Web版】	魚虎・瀧岡くるじ	VRゲーム(SF)	https://ncode.syosetu.com/N3452GG
ゲート・オブ・アミティリシア・オンライン	翠玉鼬	VRゲーム(SF)	https://ncode.syosetu.com/N1930BW
設定鍵インベントリア：シャンフロの諸々	硬梨菜	VRゲーム(SF)	https://ncode.syosetu.com/N6458EG
Frontier World ―召喚士として活動中―	ながワサビ64	VRゲーム(SF)	https://ncode.syosetu.com/N5834CR
射程極振り弓おじさん	草乃葉オウル	VRゲーム(SF)	https://ncode.syosetu.com/N3981FW
美少女になったけど、ネトゲ廃人やってます。	星屑ぽんぽん	VRゲーム(SF)	https://ncode.syosetu.com/N0170DB
職業、仕立屋。淡々と、VRMMO実況。	わだくちろ	VRゲーム(SF)	https://ncode.syosetu.com/N8601GG
ＶＲＭＭＯの支援職人　～トッププレイヤーの仕掛人～	二階堂風都	VRゲーム(SF)	https://ncode.syosetu.com/N4014DS
最新のゲームは凄すぎだろ	うきせくさこ	VRゲーム(SF)	https://ncode.syosetu.com/N0439BF
やがて最強のPKキラー（職業：商人）【旧題：やがて最強のPKK（職業：商人）】	aaa168	VRゲーム(SF)	https://ncode.syosetu.com/N8329GJ
テイマー姉妹のもふもふ配信　～もふもふをもふもふする最愛の妹がとってもかわいいので配信で自慢してみます～	龍翠	VRゲーム(SF)	https://ncode.syosetu.com/N9023GK
もふもふと楽しむ無人島のんびり開拓ライフ ～VRMMOでぼっちを満喫するはずが、全プレイヤーに注目されているみたいです～（旧題：Iris Revolution Online）	紀美野ねこ	VRゲーム(SF)	https://ncode.syosetu.com/N3007HF
アインの伝説　～気づいた時にはもう遅い？　転生したら滅んだ村の生き残りで、勇者の幼なじみなのになかなか名前を思い出してもらえないという極めつけの脇役だったんだけどさ、どうしたらいいと思う？～	相生蒼尉	VRゲーム(SF)	https://ncode.syosetu.com/N3948GG
ジェノサイド・オンライン 〜極悪令嬢のプレイ日記〜	たけのこ	VRゲーム(SF)	https://ncode.syosetu.com/N7796FC
Mebius World Online　〜ゲーム初心者の真里姉と行くVRMMOのんびり？　体験記〜【コミカライズ３巻２０２３年１月７日発売！】【小説１〜３巻発売中】	風雲　空	VRゲーム(SF)	https://ncode.syosetu.com/N5539FZ
Hunter and Smith Online	栗木下	VRゲーム(SF)	https://ncode.syosetu.com/N3716BH
ランダムでキャラを作ったんだが詰んだかもしれない	牡羊座の山羊	VRゲーム(SF)	https://ncode.syosetu.com/N2683ET
《Blade　Online》	夜之兎/羽咲うさぎ	VRゲーム(SF)	https://ncode.syosetu.com/N7059Z
掲示板の皆さま助けてください	いそがばまわる	VRゲーム(SF)	https://ncode.syosetu.com/N9745GD
元最強女番長が征く！VRMMO放浪記 -a Faraway Arcadia Online-	ツナ82	VRゲーム(SF)	https://ncode.syosetu.com/N2270GX
えむえむおー！　僕なりの楽しみ方	鴨鹿	VRゲーム(SF)	https://ncode.syosetu.com/N8233GD
【2023/01/10発売】『ライフで受けてライフで殴る』これぞ私の必勝法	こまるん	VRゲーム(SF)	https://ncode.syosetu.com/N0998GH
引っ込み思案な神鳥獣使い ―プラネット イントルーダー・オンライン―	古波萩子	VRゲーム(SF)	https://ncode.syosetu.com/N7682FJ
《完結》『Hereafter Apollyon Online』～超高クオリティクソゲーの生産職で巨大ロボット造って遊ぼうとしてるのですが何故か勘違いされます～	西沢東＠コミカライズ企画進行中！	VRゲーム(SF)	https://ncode.syosetu.com/N6705HC
変態ＰＳさんのＶＲ冒険譚	猫又　寝子	VRゲーム(SF)	https://ncode.syosetu.com/N7263EB
ソロ神官のVRMMO冒険記　～どこから見ても狂戦士です本当にありがとうございました～	原初	VRゲーム(SF)	https://ncode.syosetu.com/N8107EC
Skill Build Online ～変態スナイパーによるMMORPG挑戦記～	立華凪	VRゲーム(SF)	https://ncode.syosetu.com/N8964FH
ギスギスオンライン	ココナッツ野山	VRゲーム(SF)	https://ncode.syosetu.com/N0776DQ
【漫画単行本3巻発売中】神獣郷オンライン！〜『器用値極振り』で聖獣と共に『不殺』で優しい魅せプレイを『配信』します！〜	時雨オオカミ	VRゲーム(SF)	https://ncode.syosetu.com/N1064GB
最強の女傭兵　近未来でスポーツ美少女となる	のこのこ大王	VRゲーム(SF)	https://ncode.syosetu.com/N5244GT
Ｒ．Ｇ．Ｏ！	旭／星畑旭	VRゲーム(SF)	https://ncode.syosetu.com/N7389O
